"Translation Info:
#---------------------------
1908,16,7,"Nagdadala ang mga ito ng mga pasanin ninyo tungo sa isang bayang hindi kayo aabot doon malibang may hirap ng mga sarili. Tunay na ang Panginoon ninyo ay talagang Mahabagin, Maawain.",""
1909,16,8,"Ang mga kabayo, ang mga mola, at ang mga asno ay upang sumakay kayo sa mga ito at bilang gayak. Lumilikha Siya ng mga hindi ninyo nalalaman [na sasakyan].",""
1910,16,9,"Nasa kay Allāh ang pagtukoy sa landas, at kabilang sa mga [landas na] ito ay nakatabingi [palayo sa katotohanan]. Kung sakaling niloob Niya, talaga sanang nagpatnubay Siya sa inyo nang magkakasama.",""
1911,16,10,"Siya ay ang nagpababa mula sa langit ng tubig, na para sa inyo mula rito ay may inumin at mula rito ay may mga punong-kahoy na sa mga ito nagpapastol kayo.",""
1912,16,11,"Nagpapatubo Siya para sa inyo sa pamamagitan niyon ng mga pananim, mga oliba, mga datiles, mga ubas, at kabilang sa lahat ng mga bunga. Tunay na sa gayon ay talagang may tanda para sa mga taong nag-iisip-isip.",""
1913,16,12,"Pinagsilbi Niya para sa inyo ang gabi at ang maghapon, at ang araw at ang buwan. Ang mga bituin ay mga pinagsisilbi ayon sa utos Niya. Tunay na sa gayon ay talagang may mga tanda para sa mga taong nakapag-uunawa.",""
1914,16,13,"[Pinagsilbi Niya] ang nilalang Niya para sa inyo sa lupa na nagkakaiba-iba ang mga kulay nito. Tunay na sa gayon ay talagang may tanda para sa mga taong nagsasaalaala.",""
1915,16,14,"Siya ay ang nagpasilbi ng dagat upang kumain kayo mula rito ng malambot na laman at humango kayo mula rito ng hiyas na isinusuot ninyo. Nakikita mo ang mga daong habang mga bumubungkal dito, upang maghangad kayo mula sa kabutihang-loob Niya; at nang sa gayon kayo ay magpapasalamat [sa Kanya].",""
1916,16,15,"Naglapat Siya sa lupa ng mga matatag na bundok nang hindi gumalaw-galaw ang mga ito sa inyo, mga ilog, mga landas nang sa gayon kayo ay mapapatnubayan,",""
1917,16,16,"at mga palatandaan. Sa pamamagitan ng bituin, sila ay napapatnubayan.",""
1918,16,17,"Kaya ba ang sinumang lumilikha ay gaya ng sinumang hindi lumilikha? Kaya ba hindi kayo nagsasaalaala?",""
1919,16,18,"Kung magbibilang kayo ng biyaya ni Allāh ay hindi kayo makapag-iisa-isa nito. Tunay na si Allāh ay talagang Mapagpatawad, Maawain.",""
1920,16,19,"Si Allāh ay nakaaalam sa anumang inililihim ninyo at anumang inihahayag ninyo.",""
1921,16,20,"Ang mga dinadalanginan nila bukod pa kay Allāh ay hindi lumilikha ng anuman samantalang ang mga ito ay nililikha.",""
1922,16,21,"Mga patay hindi mga buhay at hindi nakararamdam ang mga ito kung kailan bubuhayin ang mga ito.",""
1923,16,22,"Ang Diyos ninyo ay Diyos na nag-iisa. Ang mga hindi sumasampalataya sa Kabilang-buhay, ang mga puso nila ay mga nagkakaila [sa kaisahan ni Allāh] habang sila ay mga nagmamalaki [sa pagtanggai sa katotohanan].",""
1924,16,23,"Walang pasubali na si Allāh ay nakaaalam sa anumang inililihim nila at anumang inihahayag nila. Tunay na Siya ay hindi umiibig sa mga nagmamalaki.",""
1925,16,24,"Kapag sinabi sa kanila: “Ano ang pinababa ng Panginoon ninyo?” ay magsasabi sila: “Mga alamat ng mga sinauna,”",""
1926,16,25,"upang magbuhat sila ng mga pasanin nila nang buo sa Araw ng Pagbangon at ng bahagi ng mga pasanin ng mga pinaliligaw nila nang walang kaalaman.[1] Pansinin, kay sagwa ang pinapasan nila!","[1] gayon pa man hindi pa rin mababawasan ang bigat ng mga ito"
1927,16,26,"Nagpakana nga ang mga bago pa nila kaya pumunta si Allāh sa gusali nila mula sa mga pundasyon kaya bumagsak sa kanila ang bubong mula sa ibabaw nila at pumunta sa kanila ang pagdurusa mula sa kung saan hindi nila nararamdaman.",""
1928,16,27,"Pagkatapos sa Araw ng Pagbangon ay magpapahiya Siya sa kanila at magsasabi Siya: “Nasaan na ang mga katambal [na itinambal ninyo] sa Akin na kayo dati ay nakikipaghidwaan dahil sa kanila?” Magsasabi ang mga binigyan ng kaalaman: “Tunay na ang kahihiyan sa Araw na ito at ang kasagwaan ay ukol sa mga tagatangging sumampalataya,",""
1929,16,28,"na mga nagpapapanaw sa kanila ang mga anghel habang mga tagalabag sa katarungan sa mga sarili nila.” Kaya mag-uukol sila ng pagsuko, [na nagsasabi]: “Hindi kami dati gumagawa ng anumang kasagwaan.” [Sasabihin sa kanila:] Bagkus tunay na si Allāh ay Maalam sa anumang dati ninyong ginagawa.",""
1930,16,29,"Kaya magsipasok kayo sa mga pinto ng Impiyerno bilang mga mananatili roon. Saka talagang kay saklap ang tuluyan ng mga nagpapakamalaki!",""
1931,16,30,"Sasabihin sa mga nangilag magkasala: “Ano ang pinababa ng Panginoon ninyo?” Magsasabi sila: “Kabutihan.” Ukol sa mga gumawa ng maganda sa Mundong ito ay isang maganda. Talagang ang tahanan sa Kabilang-buhay at higit na mabuti. Talagang kay inam ang tahanan ng mga tagapangilag magkasala:",""
1932,16,31,"mga Hardin ng Eden na papasukin nila, na dumadaloy mula sa ilalim ng mga ito ang mga ilog. Ukol sa kanila roon ang anumang loloobin nila. Gayon gaganti si Allāh sa mga tagapangilag magkasala,",""
1933,16,32,"na mga nagpapapanaw sa kanila ang mga anghel habang mga kaaya-aya, na nagsasabi: “Kapayapaan ay sumainyo. Magsipasok kayo sa Paraiso dahil sa dati ninyong ginagawa [na pagsampalataya].”",""
1934,16,33,"Naghihintay kaya sila maliban pa na pumunta sa kanila ang mga anghel o pumunta sa kanila ang utos ng Panginoon mo? Gayon gumawa ang mga nauna pa sa kanila. Hindi lumabag sa kanila si Allāh sa katarungan subalit sila dati sa mga sarili nila ay lumalabag sa katarungan.",""
1935,16,34,"Kaya tumama sa kanila ang mga masagwa ng ginawa nila at pumaligid sa kanila ang dati nilang kinukutya.",""
1936,16,35,"Nagsabi ang mga nagtambal: “Kung sakaling niloob ni Allāh ay hindi kami sumamba sa isang anuman bukod pa sa Kanya: [hindi] kami ni ang mga ninuno namin, at hindi kami nagbawal ng isang anuman bukod pa sa ayon sa Kanya.” Gayon gumawa ang mga bago pa nila. Kaya may kailangan pa kaya sa mga sugo kundi ang pagpapaabot na malinaw [ng mensahe]?",""
1937,16,36,"Talaga ngang nagpadala Kami sa bawat kalipunan ng isang sugo, na [nagsasabi]: “Sumamba kayo kay Allāh at umiwas kayo sa nagpapakadiyos.” Kaya mayroon sa kanila na pinatnubayan ni Allāh at mayroon sa kanila na nagindapat sa kanya ang kaligawan. Kaya humayo kayo sa lupain saka tumingin kayo kung papaano naging ang kinahinatnan ng mga tagapagpasinungaling.",""
1938,16,37,"Kung nagsisigasig ka sa pagpatnubay sa kanila, tunay na si Allāh ay hindi nagpapatnubay sa pinaliligaw Niya at walang ukol sa kanila na anumang mga tagapag-adya.",""
1939,16,38,"Nanumpa sila kay Allāh ng pinakamariin sa panunumpa nila na hindi bubuhay si Allāh sa sinumang mamamatay. Bagkus, [bubuhay Siya] bilang pangako mula sa Kanya na totoo, subalit ang higit na marami sa mga tao ay hindi nakaaalam,",""
1940,16,39,"upang maglinaw Siya sa kanila ng anumang nagkakaiba-iba sila hinggil doon at upang makaalam ang mga tumatangging sumampalataya na sila noon ay mga sinungaling.",""
1941,16,40,"Ang sabi Namin lamang sa isang bagay kapag nagnais Kami nito ay na magsabi Kami rito na mangyari saka mangyayari ito.",""
1942,16,41,"Ang mga lumikas alang-alang kay Allāh matapos na nilabag sila sa katarungan ay talagang magpapatahan nga Kami sa kanila sa Mundo nang maganda. Talagang ang gantimpala sa Kabilang-buhay ay higit na malaki kung sakaling sila dati ay nakaaalam.",""
1943,16,42,"[Sila] ang mga nagtiis at sa Panginoon nila ay nananalig.",""
1944,16,43,"Hindi Kami nagsugo bago mo pa kundi ng mga lalaking nagkakasi Kami sa kanila. Kaya magtanong kayo sa mga may paalaala kung kayo ay hindi nakaaalam.",""
1945,16,44,"[Isinugo ang mga sugo] kalakip ng mga malinaw na patunay at mga kasulatan. Nagpababa Kami sa iyo ng paalaala upang maglinaw ka sa mga tao ng pinababa sa kanila at nang sa gayon sila ay mag-iisip-isip.",""
1946,16,45,"Kaya natiwasay ba ang mga nagpakana ng mga gawang masagwa na baka magpalamon si Allāh sa kanila sa lupa, o pumunta sa kanila ang pagdurusa mula sa kung saan hindi nila nararamdaman,",""
1947,16,46,"o dumaklot Siya sa kanila habang nasa paggala-gala nila kaya hindi sila mga makalulusot,",""
1948,16,47,"o dumaklot Siya sa kanila habang nasa isang pangangamba-ngamba? Ngunit tunay na ang Panginoon ninyo ay talagang Mahabagin, Maawain.",""
1949,16,48,"Hindi ba sila nakakita sa mga nilikha ni Allāh na anuman? Humihilig ang mga anino ng mga iyon sa dakong kanan at sa mga dakong kaliwa, na mga nagpapatirapa kay Allāh habang ang mga iyon ay mga nagpapakaaba.",""
1950,16,49,"Kay Allāh nagpapatirapa ang anumang nasa mga langit at ang anumang nasa lupa na gumagalaw na nilalang, at ang mga anghel habang sila ay hindi nagmamalaki.",""
1951,16,50,"Nangangamba sila sa Panginoon nila mula sa itaas nila at gumagawa sila ng ipinag-uutos sa kanila.",""
1952,16,51,"Nagsabi si Allāh: “Huwag kayong gumawa ng dalawang diyos; Siya ay Diyos na nag-iisa lamang. Kaya sa Akin ay mangilabot kayo.”",""
1953,16,52,"Sa Kanya ang anumang nasa mga langit at lupa at ukol sa Kanya ang pagtalima nang palagian. Kaya ba sa iba pa kay Allāh kayo nangingilag magkasala?",""
1954,16,53,"Ang anumang nasa inyo na biyaya ay mula kay Allāh. Pagkatapos kapag sumaling sa inyo ang kapinsalaan ay sa Kanya kayo lumuluhog.",""
1955,16,54,"Pagkatapos kapag pumawi Siya ng pinsala palayo sa inyo, biglang may isang pangkat kabilang sa inyo na sa Panginoon nila ay nagtatambal",""
1956,16,55,"upang magkaila sila sa anumang ibinigay Namin sa kanila. Kaya magpakatamasa kayo sapagkat makaaalam kayo.",""
1957,16,56,"Nagtatalaga sila para sa [mga anito], na hindi nakaaalam, ng isang bahagi mula sa itinustos Namin sa kanila. Sumpa man kay Allāh, talagang tatanungin nga kayo tungkol sa dati ninyong ginagawa-gawa [na kasinungalingan].",""
1958,16,57,"Nagtatalaga sila para kay Allāh ng mga babaing anak – kaluwalhatian sa Kanya – at para sa kanila ng ninanasa nila.",""
1959,16,58,"Kapag binalitaan ang isa sa kanila[2] hinggil sa [pagkasilang ng anak na] babae, ang mukha niya ay naging nangingitim habang siya ay hapis.","[2] Ibig sabihin: ang isa sa mga tagapagtambal noon."
1960,16,59,"Nagtatago siya sa mga tao dahil sa kasagwaan daw ng ibinalita sa kanya. Magpapanatili ba siya nito sa pagkahamak o magbabaon siya nito sa alabok? Pansinin, kay sagwa ang ihinahatol nila!",""
1961,16,60,"Ukol sa mga hindi sumasampalataya sa Kabilang-buhay ang paglalarawan ng kasagwaan at ukol kay Allāh ang paglalarawang pinakamataas. Siya ay ang Makapangyarihan, ang Marunong.",""
1962,16,61,"Kung sakaling magpapanagot si Allāh sa mga tao dahil sa kawalang-katarungan nila ay hindi sana Siya nag-iwan sa ibabaw nito ng anumang gumagalaw na nilalang subalit nag-aantala Siya sa kanila hanggang sa isang taning na tinukoy. Kaya kapag dumating ang taning nila ay hindi sila makapagpapaantala ng isang sandali at hindi sila makapagpapauna.",""
1963,16,62,"Nagtatalaga sila para kay Allāh ng kinasusuklaman nila [na pagkakaroon ng anak na babae]. Naglalarawan ang mga dila nila ng kasinungalingan na ukol daw sa kanila ang pinakamaganda. Walang pasubali na ukol sa kanila ang Apoy at na sila ay mga pababayaan.",""
1964,16,63,"Sumpa man kay Allāh, talaga ngang nagsugo sa mga kalipunan bago mo pa ngunit ipinang-akit sa kanila ng demonyo ang mga gawa nila kaya siya ay tagatangkilik nila sa araw na ito at ukol sa kanila ay isang pagdurusang masakit.",""
1965,16,64,"Hindi Kami nagpababa sa iyo ng Aklat kundi upang maglinaw ka sa kanila ng nagkaiba-iba sila hinggil doon, at bilang patnubay at bilang awa para sa mga taong sumasampalataya.",""
1966,16,65,"Si Allāh ay nagpababa mula sa langit ng tubig saka nagbigay-buhay sa pamamagitan niyon sa lupa matapos ng kamatayan nito. Tunay na sa gayon ay talagang may tanda para sa mga taong dumidinig.",""
1967,16,66,"Tunay na para sa inyo sa mga hayupan ay talagang may maisasaalang-alang. Nagpapainom Kami sa inyo ― mula sa mga tiyan ng mga ito sa pagitan ng dumi at dugo ― ng isang gatas na dalisay na kasiya-siya para sa mga umiinom.",""
1968,16,67,"Mula sa mga bunga ng mga punong-datiles at mga ubas ay gumagawa kayo mula sa mga ito ng isang nakalalasing at isang panustos na maganda. Tunay na sa gayon ay talagang may tanda para sa mga taong nakapag-uunawa.",""
1969,16,68,"Nagkasi ang Panginoon mo sa babaing bubuyog, na [nagsasabi]: “Gumawa ka mula sa mga bundok ng mga bahay, mula sa mga punong-kahoy, at mula sa ipinatitindig nila.",""
1970,16,69,"Pagkatapos kumain ka mula sa lahat ng mga bunga saka tumahak ka sa mga landas ng Panginoon mo nang sunud-sunuran.” May lumalabas mula sa mga tiyan ng mga iyon na isang inuming nagkakaiba-iba ang mga kulay nito, na may taglay itong lunas para sa mga tao. Tunay na sa gayon ay talagang may tanda para sa mga taong nag-iisip-isip.",""
1971,16,70,"Si Allāh ay lumikha sa inyo, pagkatapos nagpapapanaw sa inyo. Mayroon sa inyo na pinaaabot sa pinakahamak na gulang upang hindi siya makaalam, matapos ng pagkakaalam, ng anuman. Tunay na si Allāh ay Maalam, May-kakayahan.",""
1972,16,71,"Si Allāh ay nagtangi ng iba sa inyo higit sa iba sa pagtutustos ngunit ang mga itinangi ay hindi maglilipat ng panustos sa kanila sa mga minay-ari ng mga kanang kamay nila para sila rito ay maging pantay. Kaya ba sa biyaya ni Allāh ay nagkakaila sila?",""
1973,16,72,"Si Allāh ay gumawa para sa inyo mula sa mga sarili ninyo ng mga asawa, gumawa para sa inyo mula sa mga asawa ninyo ng mga anak at mga apo, at tumustos sa inyo mula sa mga kaaya-ayang bagay. Kaya ba sa kabulaanan sumasampalataya kayo at sa biyaya ni Allāh kayo ay tumatangging kumilala [dahil sa hindi pagbubukod-tangi sa Kanya]?",""
1974,16,73,"Sumasamba sila sa bukod pa kay Allāh, na hindi nakapagdudulot para sa kanila ng isang panustos mula sa mga langit at lupa na anuman, at hindi nakakakaya.",""
1975,16,74,"Kaya huwag kayong maglahad para kay Allāh ng mga paghahalintulad. Tunay na si Allāh ay nakaaalam samantalang kayo ay hindi nakaaalam.",""
1976,16,75,"Naglahad si Allāh ng isang paghahalintulad na isang aliping pinagmamay-ari na hindi nakakakaya ng anuman at sa isang tinustusan Namin mula sa Amin ng isang panustos na maganda kaya siya ay gumugugol mula roon nang palihim at hayagan. Nagkakapantay kaya sila? Ang papuri ay ukol kay Allāh. Bagkus ang higit na marami sa kanila ay hindi nakaaalam.[3]","[3] sa pamumukod-tangi ni Allāh sa pagkadiyos at pagkakarapat-dapat na sambahin Siya nang mag-isa"
1977,16,76,"Naglahad si Allāh ng isang paghahalintulad[4] na dalawang lalaki na ang isa sa kanilang dalawa ay pipi na hindi nakakakaya ng anuman at siya ay isang pabigat sa tagatangkilik niya, na saan man ito magbaling sa kanya ay hindi siya nakagagawa ng isang kabutihan. Nagkakapantay kaya siya mismo at ang sinumang nag-uutos ayon sa katarungan habang at ito ay nasa isang landasing tuwid?","[4] sa kawalang-kabuluhan ng pagtatambal kay Allāh"
1978,16,77,"Ukol kay Allāh ang [kaalaman sa] nakalingid sa mga langit at lupa. Walang iba ang lagay ng Huling Sandali kundi gaya ng kisap ng paningin o higit na malapit. Tunay na si Allāh sa bawat bagay ay May-kakayahan.",""
1979,16,78,"Si Allāh ay nagpalabas sa inyo mula sa mga tiyan ng mga ina ninyo nang hindi kayo nakaaalam ng anuman at gumawa para sa inyo ng pandinig, mga paningin, at mga puso nang sa gayon kayo ay magpapasalamat.",""
1980,16,79,"Hindi ba sila nakakita sa mga ibon habang mga pinagsisilbi sa himpapawid ng langit? Walang humahawak sa mga ito kundi si Allāh. Tunay na sa gayon ay talagang may mga tanda para sa mga taong sumasampalataya.",""
1981,16,80,"Si Allāh ay gumawa para sa inyo mula sa mga bahay ninyo ng isang pagtahan; gumawa para sa inyo mula sa mga balat ng mga hayupan ng mga bahay na magagaanan kayo sa mga ito sa araw ng paglalakbay ninyo at sa araw ng paninirahan ninyo; at [gumawa] mula sa mga lana ng mga ito, mga balahibo ng mga ito, at mga buhok ng mga ito ng kasangkapan at natatamasa hanggang sa isang panahon.",""
1982,16,81,"Si Allāh ay gumawa para sa inyo mula sa nilikha Niya ng mga silungan, gumawa para sa inyo mula sa mga bundok ng mga kanlungan, at gumawa para sa inyo ng mga kasuutang nagsasanggalang sa inyo sa init at mga kasuutang nagsasanggalang sa inyo sa karahasan sa inyo. Gayon Siya naglulubos ng biyaya Niya sa inyo nang sa gayon kayo ay magpapasakop.",""
1983,16,82,"Kaya kung tumalikod sila, tanging kailangan sa iyo ang pagpapaabot na malinaw [ng mensahe].",""
1984,16,83,"Nakakikilala sila sa biyaya ni Allāh,[5] pagkatapos nagkakaila sila nito, at ang higit na marami sa kanila ay tagatangging sumampalataya.[6]","[5] na kabilang sa mga ito ang mga biyaya sa kanila at ang pagkapropeta ni Muḥammad
[6] dahil sa kawalang-pasasalamat nila kay Allāh"
1985,16,84,"[Banggitin] ang araw na bubuhay Kami mula sa bawat kalipunan ng isang saksi. Pagkatapos hindi magpapahintulot para sa mga tumangging sumampalataya ni sila ay hihilinging magpasiya [kay Allāh].",""
1986,16,85,"Kapag nakita ng mga lumabag sa katarungan ang pagdurusa, hindi ito pagagaanin sa kanila ni sila ay palulugitan.",""
1987,16,86,"Kapag nakita ng mga nagtambal [kay Allāh] ang mga pantambal nila ay magsasabi sila: “Panginoon namin, ang mga ito ay ang mga pantambal namin [sa Iyo] na kami dati ay dumadalangin sa kanila bukod pa sa Iyo;” ngunit magpupukol ang mga [pantambal na] ito sa kanila ng sasabihin: “Tunay na kayo ay talagang mga sinungaling.”",""
1988,16,87,"Magpaparating sila kay Allāh sa araw na iyon ng pagpapasakop at maglalaho sa kanila ang dati nilang ginagawa-gawa [na mga diyus-diyusan].",""
1989,16,88,"Ang mga tumangging sumampalataya at sumagabal sa landas ni Allāh ay magdaragdag sa kanila ng isang pagdurusa higit sa pagdurusa dahil sila dati ay nanggugulo.",""
1990,16,89,"[Banggitin] ang araw na bubuhay Kami sa bawat kalipunan ng isang saksi sa kanila kabilang sa mga sarili nila at naghatid Kami sa iyo bilang saksi sa mga ito. Nagbaba Kami sa iyo ng Aklat[7] bilang pagpapalinaw para sa bawat bagay, bilang patnubay, bilang awa, at bilang balitang nakagagalak para sa mga Muslim.","[7] Ibig sabihin: ang Qur’an."
1991,16,90,"Tunay na si Allāh ay nag-uutos ng katarungan, paggawa ng maganda, at pagbibigay sa may pagkakamag-anak; at sumasaway sa kahalayan, nakasasama, at paglabag. Nangangaral Siya sa inyo nang sa gayon kayo ay magsasaalaala.",""
1992,16,91,"Magpatupad kayo sa kasunduan kay Allāh kapag nakipagkasunduan kayo at huwag kayong kumalas sa mga sinumpaan ninyo matapos ng pagbibigay-diin sa mga ito. Gumawa nga kayo kay Allāh sa inyo bilang Mapagpanagot. Tunay na si Allāh ay nakaaalam sa anumang ginagawa ninyo.",""
1993,16,92,"Huwag kayong maging gaya ng [babaing] kumalas sa pagsisinulid niya, matapos na ng isang kalakasan [ng pagkasinulid] nito, para maging mga himaymay. Gumagawa kayo sa mga sinumpaan ninyo bilang pandaraya sa pagitan ninyo dahil baka may isang kalipunang ito ay maging higit na malago kaysa sa isang kalipunan. Sumusubok lamang sa inyo si Allāh sa pamamagitan nito at talagang maglilinaw nga Siya para sa inyo sa Araw ng Pagbangon ng anumang dati kayo hinggil doon ay nagkakaiba-iba.",""
1994,16,93,"Kung sakaling niloob ni Allāh ay talaga sanang gumawa Siya sa inyo bilang kalipunang nag-iisa, subalit [makatarungang] nagliligaw Siya sa sinumang niloloob Niya at nagpapatnubay Siya sa sinumang niloloob Niya [dahil sa kabutihang-loob Niya]. Talagang tatanungin nga kayo tungkol sa anumang dati ninyong ginagawa.",""
1995,16,94,"Huwag kayong gumawa sa mga sinumpaan ninyo bilang pandaraya sa pagitan ninyo dahil baka may matisod na paa matapos ng katatagan nito at lumasap kayo ng kasagwaan dahil sa sumagabal kayo sa landas ni Allāh. Ukol sa inyo ay isang pagdurusang sukdulan.",""
1996,16,95,"Huwag kayong bumili kapalit ng kasunduan kay Allāh ng isang kaunting panumbas. Tunay na ang nasa ganang kay Allāh ay pinakamabuti para sa inyo, kung kayo ay nakaaalam.",""
1997,16,96,"Ang anumang nasa ganang inyo ay nauubos samantalang ang anumang nasa ganang kay Allāh ay mananatili. Talagang gaganti nga Kami sa mga nagtiis ng pabuya sa kanila ayon sa higit na maganda sa anumang dati nilang ginagawa [na kabutihan].",""
1998,16,97,"Ang sinumang gumawa ng isang maayos, na isang lalaki o isang babae, habang siya ay isang mananampalataya ay talagang magpapamuhay nga Kami sa kanya nang isang buhay na kaaya-aya at talagang gaganti nga Kami sa kanila ng pabuya sa kanila ayon sa higit na maganda sa anumang dati nilang ginagawa [na maayos na gawa].",""
1999,16,98,"Kaya kapag bumigkas ka ng Qur’ān ay humiling ka ng pagkukupkop ni Allāh laban sa demonyong kasumpa-sumpa.",""
2000,16,99,"Tunay na siya ay walang kapamahalaan sa mga sumampalataya at sa Panginoon nila ay nananalig.",""
2001,16,100,"Tanging ang kapamahalaan niya ay nasa mga tumatangkilik sa kanya at mga dahil sa kanya ay mga tagapagtambal [kay Allāh].",""
2002,16,101,"Kapag nagpalit ng isang talata sa halip ng isang talata – at si Allāh ay higit na maalam sa ibinababa Niya – ay nagsasabi sila: “Ikaw ay isang gumagawa-gawa lamang.” Bagkus ang higit na marami sa kanila ay hindi nakaaalam.",""
2003,16,102,"Sabihin mo: “Nagbaba nito ang Espiritu ng Kabanalan[8] mula sa Panginoon mo kalakip ng katotohanan upang magpatatag siya mga sumampalataya at bilang patnubay at bilang balitang nakagagalak para sa mga Muslim.”","[8] na si Anghel Gabriel"
2004,16,103,"Talaga ngang nakaaalam Kami na sila ay nagsasabi: “Tinuturuan lamang siya ng isang tao.” Ang dila ng ipinasasaring nila ay banyaga samantalang [ang Qur’ān na] ito ay isang dilang Arabeng malinaw.”",""
2005,16,104,"Tunay na ang mga hindi sumasampalataya sa mga talata ni Allāh [sa Qur’ān] ay hindi magpapatnubay sa kanila si Allāh at ukol sa kanila ay isang pagdurusang masakit.",""
2006,16,105,"Gumagawa-gawa lamang ng kasinungalingan ang mga hindi sumasampalataya sa mga tanda ni Allāh. Ang mga iyon ay ang mga sinungaling.",""
2007,16,106,"Ang sinumang tumangging sumampalataya kay Allāh matapos na ng pagsampalataya niya – hindi ang sinumang pinilit habang ang puso niya ay napapanatag sa pananampalataya subalit ang sinumang nagbukas ng dibdib sa kawalang-pananampalataya – laban sa kanila ay isang galit mula kay Allāh at ukol sa kanila ay isang pagdurusang sukdulan.",""
2008,16,107,"Iyon ay dahil sila ay napaibig sa buhay na pangmundo higit sa Kabilang-buhay at na si Allāh ay hindi nagpapatnubay sa mga taong tagatangging sumampalataya.",""
2009,16,108,"Ang mga iyon ang mga nagsara si Allāh sa mga puso nila, pandinig nila, at mga paningin nila. Ang mga iyon ay ang mga nalilingat.",""
2010,16,109,"Walang pasubali na sila sa Kabilang-buhay ay ang mga lugi.",""
2011,16,110,"Pagkatapos tunay na ang Panginoon mo para sa mga lumikas matapos na niligalig sila pagkatapos nakibaka sila at nagtiis sila, tunay na ang Panginoon mo matapos na niyon ay talagang Mapagpatawad, Maawain.",""
2012,16,111,"[Banggitin] ang araw na pupunta ang bawat kaluluwa na makikipagtalo para sa sarili nito, lulubus-lubusin ang bawat kaluluwa sa [kabayaran sa] anumang ginawa nito at sila ay hindi lalabagin sa katarungan.",""
2013,16,112,"Naglahad si Allāh ng isang paghahalintulad na isang pamayanan na iyon dati ay matiwasay at napapanatag. Pumupunta roon ang panustos niyon nang masagana mula sa bawat pook ngunit nagkaila iyon sa mga biyaya ni Allāh kaya nagpatikim doon si Allāh ng damit ng pagkagutom at pangamba dahil sa dati nilang niyayari [na kawalang-pananampalataya].",""
2014,16,113,"Talaga ngang may dumating sa kanila na isang sugong kabilang sa kanila ngunit nagpasinungaling sila sa kanya kaya dumaklot sa kanila ang pagdurusa habang sila ay mga tagalabag sa katarungan.",""
2015,16,114,"Kaya kumain kayo mula sa itinustos sa inyo ni Allāh bilang ipinahihintulot na kaaya-aya at magpasalamat kayo sa biyaya ni Allāh, kung kayo ay sa Kanya sumasamba.",""
2016,16,115,"Nagbawal lamang Siya sa inyo ng namatay,[9] dugo, laman ng baboy, at anumang inialay sa iba pa kay Allāh; ngunit ang sinumang napilitan nang hindi lumalabag ni lumalampas, tunay na ang Panginoon mo ay Mapagpatawad, Maawain.","[9] O ang karne na hayop na namatay na hindi nakatay ayon sa panuntunan ng Islam."
2017,16,116,"Huwag kayong magsabi ukol sa anumang naglalarawan ang mga dila ninyo ng kasinungalingan: “Ito ay ipinahihintulot at ito ay ipinagbabawal,” upang gumawa-gawa kayo laban kay Allāh ng kasinungalingan. Tunay na ang mga gumagawa-gawa laban kay Allāh ng kasinungalingan ay hindi magtatagumpay.",""
2018,16,117,"[Ukol sa kanila ay] isang natatamasang kaunti at ukol sa kanila ay isang pagdurusang masakit.",""
2019,16,118,"Sa mga nagpakahudyo ay nagbawal Kami ng isinalaysay Namin sa iyo bago pa niyan. Hindi Kami lumabag sa kanila sa katarungan subalit sila dati sa mga sarili nila ay lumalabag sa katarungan.",""
2020,16,119,"Pagkatapos tunay na ang Panginoon mo para sa mga gumawa ng kasagwaan dahil sa kamangmangan, pagkatapos nagbalik-loob sila matapos na niyon at nagsaayos sila, tunay na ang Panginoon mo matapos na niyon ay talagang Mapagpatawad, Maawain.",""
2021,16,120,"Tunay na si Abraham noon ay isang kalipunan[10] na masunurin kay Allāh bilang makatotoo – at hindi nangyaring siya ay kabilang sa mga tagapagtambal –","[10] isang tagapagbuklod ng mga katangian ng kabutihansa"
2022,16,121,"na tagapagpasalamat [kay Allāh] sa mga biyaya Niya. Humalal Siya rito at nagpatnubay Siya rito tungo sa isang landasing tuwid [ng Islām].",""
2023,16,122,"Nagbigay Kami sa kanya sa Mundo ng isang maganda at tunay na siya sa Kabilang-buhay ay talagang kabilang sa mga maayos.",""
2024,16,123,"Pagkatapos nagkasi Kami sa iyo na sumunod ka sa kapaniwalaan ni Abraham bilang makatotoo. Hindi siya noon kabilang sa mga tagapagtambal.",""
2025,16,124,"Itinalaga lamang ang Sabath para sa mga [Hudyo na] nagkaiba-iba hinggil dito.[11] Tunay na ang Panginoon mo ay talagang maghahatol sa pagitan nila sa Araw ng Pagbangon hinggil sa sila dati hinggil doon ay nagkakaiba-iba.","[11] matapos na nalayo sia sa araw ng Biyernes, na ipinag-utos sa kanila na ipangilin"
2026,16,125,"Mag-anyaya ka tungo sa landas ng Panginoon mo sa pamamagitan ng karunungan at pangaral na maganda,[12] at makipagtalo ka sa kanila ayon sa siyang pinakamaganda. Tunay na ang Panginoon mo ay higit na maalam sa sinumang naligaw palayo sa landas Niya. Siya ay higit na maalam sa mga napatnubayan.","[12] O magaling."
2027,16,126,"Kung magpaparusa kayo ay magparusa kayo ng tulad ng ipinarusa sa inyo. Talagang kung magtitiis kayo, talagang iyon ay pinakamabuti para sa mga nagtitiis.",""
