"Translation Info:
#---------------------------
1832,15,30,"پس سجده وكړه ملائكو ټولو په یو ځل.",""
1833,15,31,"بې له ابليس نه چې هغه د سجده كوونكو له ملګرتيا څخه انكار وكړ.",""
1834,15,32,"پروردګار پوښتنه وكړه: اى ابليسه! پر تا څه وشول چې تا له سجده كوونكو سره ملګرتيا ونه كړه؟",""
1835,15,33,"و ویل (ابلیس) چې نه یم زه چې سجده دې وکړم بنده ته چې تا جوړ کړی د کړنګارې کوونکي تورې زړې خټې نه.",""
1836,15,34,"وفرمایل (الله تعالی) پس ووځه له هغه (جنته)، یقینا ته یې رټلی شوی.",""
1837,15,35,"او بی شکه پر تا باندې (ای شیطانه) لعنت دی د جزا تر ورځې پورې.",""
1838,15,36,"وويل (ابليس): اى ربه زما! پس مهلت راكړه ما ته تر هغي ورځې پورې چې پورته كولی شي مړي (له قبرونو نه).",""
1839,15,37,"وفرمایل (الله تعالی) پس بي شكه ته (اى ابليسه) له مهلت وركړل شويو څخه يې.",""
1840,15,38,"د ټاكلي وخت تر ورځې.",""
1841,15,39,"هغه وويل: زما پروردګاره! څنګه چې تا زه بې لارې كړم په هماغه شان به اوس زه په ځمكه كې د دوى لپاره د غولوونكو وسايلو په وړاندې كولو دوى ټول بې لارې كړم.",""
1842,15,40,"مګر له دوی څخه ستا هغه بندګان چې بچ پاتي کړی شوي.",""
1843,15,41,"ويې فرمايل: دا هغه لاره ده چې سمه نیغه ماته رارسېدلې ده.",""
1844,15,42,"بې شکه زما پر خاصو بندګانو ستا واک نشته، مګر هغه څوک چې ستا تابعداري وکړي د بې لارې شویو څخه.",""
1845,15,43,"او بیشکه چې جهنم (دوزخ) خامخا ځای د وعدی د دغو (ستا د پېروانو) دی د ټولو.",""
1846,15,44,"چې دې (دوزخ) لره اوه دروازې دي او د هرې دروازې لپاره د دې خلکو نه برخه ده تقسیم کړی شوې.",""
1847,15,45,"یقینا پرهیزګاران خلک به وي په جنتونو او چینو کې.",""
1848,15,46,"(ویلی کیږي به دوی ته) ننوځئ دې جنتونو ته په سلامتۍ سره په داسې حال کې چې په امن به یاستئ.",""
1849,15,47,"او وبه باسو (لرې به کړو) هر هغه حسد چې د دې په سینو کې و، ورونه ورونه به وي او په تختونو به وي یو بل ته مخامخ.",""
1850,15,48,"نه به رسیږي دغه (جنتیانو) ته په دغه (جنت) کې هیڅ ستړې والی او نه به دوی د هغه نه ویستلی کیږي.",""
1851,15,49,"خبر ورکړه (ای پیغمبره!) زما بندګانو لره چې زه یم بخښنه کوونکی رحم کوونکی.",""
1852,15,50,"او (بله دا چې) بې شکه عذاب زما هم دی دردناک عذاب.",""
1853,15,51,"او خبر ورکړه دوی ته په باره د میلمنو د ابراهیم -علیه السلام- کې.",""
1854,15,52,"کله چې دوی ننوتل (ابراهیم -علیه السلام) ته نو وویل دوی موږ سلام کوو، هغه ورته وویل یقینا موږ له تاسي څخه ویریدونکي یو.",""
1855,15,53,"نو وویل (ملاېکو) مه ویریږه بې شکه موږ زیری کوو تا ته په هلک ډیر پوه سره.",""
1856,15,54,"ابراهيم علیه السلام وويل: آيا تاسي په دې زوړوالي كې ماته زېرى راكوئ؟ نو د څه زېرى راكوئ؟",""
1857,15,55,"وویل (ملائکو ابراهیم -علیه السلام- ته) چې زیری کړی دی موږ تا ته په یقیني خبره نو مه کیږه ته د ناهیلي کېدونکو څخه.",""
1858,15,56,"وویل (ابراهیم -علیه السلام-) ناهیلي نه ښکاره کوي د خپل رب له رحمت څخه مګر ګمراهان.",""
1859,15,57,"وويل (ابراهيم -علیه السلام-) نو څه دی لوی کار ستاسو ای رالیږل شویو ملاېکو.",""
1860,15,58,"وويل دوي بې شكه موږ رالیږل شوي د مجرمانو یو قوم پسې.",""
1861,15,59,"يوازې د لوط علیه السلام كورنۍ مستثنا ده، هغوى ټول به موږ وژغورو.",""
1862,15,60,"پرته د هغه (لوط -علیه السلام-) له میرمنې، مقرر کړې موږ چې یقینا دا به خامخا د پاتې کیدونکی څخه وي (په عذاب کې).",""
1863,15,61,"نو کله چې راغلل کورنۍ د لوط -علیه السلام- ته رالیږل شوي ملائک.",""
1864,15,62,"نو هغه وويل: تاسپ نا اشنا ښكارېږئ.",""
1865,15,63,"هغو ځواب وركړ: نه بلكې موږ له هماغه څه سره درته راغلې يو چې د هغه په راتګ كې دوی شک کاوه.",""
1866,15,64,"او راوړې ده موږ تا ته حق خبره او یقینا موږ خامخا ریښتیا ویونکي یو.",""
1867,15,65,"نو بوځه کورنۍ خپله په یوه برخه د شپې کې او ورپسې شاته روان شه، او وروسته دې نه ګوري هیڅ یو کس ستاسو څخه، او ځئ تاسې هغه ځای ته چې تاسو ته حکم شوی دی.",""
1868,15,66,"او فیصله واوروله موږ دې ته دغه فیصله چې یقنیا د دې کسانو جرړي به پرې کړای شي په وخت د سبا کې.",""
1869,15,67,"او راغلل د ښار والا چې خوشحالي یې ښکاره کوله.",""
1870,15,68,"(لوط علیه السلام) وويل: دوى زما مېلمانه دي، ما مه شرموئ.",""
1871,15,69,"له الله نه ووېرېږئ ما مه رسوا كوئ.",""
1872,15,70,"دوی وویل: آیا ته مو نه یې منع کړی د خلکو (د میلمه پالنې) څخه؟",""
1873,15,71,"وویل (لوط -علیه السلام-): دغه زما لوڼي دي ( نکاح ورسره وکړئ) که چېرته تاسو تر سره کوونکي یاست.",""
1874,15,72,"قسم دی ستا په ژوند؛ یقینا دوی په خپله نشه کې دي پریشانه.",""
1875,15,73,"نو د لمر له څرك سره سم هغوى يوې قوي چغې ونيول.",""
1876,15,74,"او موږ هغه سيمه پر بل مخ نسكوره كړه او پر هغو مو د پخې شوې خټې د تيږو باران ووراوه.",""
1877,15,75,"په دې پېښه كې د ځيركو خلكو لپاره سترې نښانې دي.",""
1878,15,76,"او بې شکه دغه (کلي) خامخا پراته دي په لار سمه (چلنده) کې.",""
1879,15,77,"په هغې كې د عبرت درس دى هغو خلكو لپاره چې د ايمان خاوندان دي.",""
1880,15,78,"او یقینا وو خاوندان د بڼ (ځنګل) خامخا ظلم کوونکي.",""
1881,15,79,"نو بدل واخیست موږ له دوی څخه او یقینا خامخا دوی دواړه قومونه په مشهوره او ښکاره لاره باندې دي.",""
1882,15,80,"د حجر خلكو (د كندې اوسيدونكو ثموديانو) هم پېغمبران دروغجن ګڼلي وو.",""
1883,15,81,"او ورکړي وو موږ دوی ته ډیر معجزات خپل نو وو دوی له هغو (معجزو) څخه مخ ګرځوونکي.",""
1884,15,82,"او دوی به د غرونو نه تراشلې کوټې او په امن سره اوسیدونکي وو.",""
1885,15,83,"نو ونیول دوی لره یوې ناڅاپه چغې په وخت د سبا کې.",""
1886,15,84,"او د هغو ګټلې هغوی ته هېڅ په درد ونه خوړل.",""
1887,15,85,"او نه دي پیدا کړي موږ اسمانونه او ځمکه او هر هغه څه چې په منځ د دواړو کې دي مګر د حق د ښکاره کولو لپاره، او بې شکه قیامت خامخا راتلونکی دی نو مخ واړوه له دې خلکو څخه په ښایسته مخ اړولو سره.",""
1888,15,86,"بې شکه رب ستا دی ښه پیداکوونکی او پوهه دی په هر څه.",""
1889,15,87,"موږ تا ته اوه بیا تکرارېدونکې ايتونه دركړيدي، او تا ته مو ستر قراّن دركړيدى.",""
1890,15,88,"ته هغه سامانونو ته سترګې مه اړوه چې موږ له دوى څخه بيلابېلو خلكو ته وركړيدي، او مه د دوى پر حال خپل زړه ځوروه، او مومنانو ته د خواخوږۍ او مهربانۍ وزرې ښکته کړه.",""
1891,15,89,"او (نه منونكو ته) ووايه: بې شکه زه خو ښكاره څرګند اخطار وركوونكى يم.",""
1892,15,90,"دا هماغسې اخطار دى لكه چې مو تفرقه اچوونكو ته لېږلى و.",""
1893,15,91,"هغوی چې ګرځولی یې و (قرآن کریم) ټوټې ټوټې.",""
1894,15,92,"نو قسم دى ستا په رب، موږ به هرومرو له دوى ټولو څخه پوښتنه وكړو.",""
1895,15,93,"د هغو عملونو باره کې چې دوی يې کوي.",""
1896,15,94,"نو ښکاره بیان کړه هغه چې تا ته حکم شوی دی، او مخ واړوه له مشرکانو څخه.",""
1897,15,95,"ستا له لوري موږ له ملنډو وهونكو څخه (د غچ اخيستلو) لپاره كافي يو.",""
1898,15,96,"هغه کسان چې له الله سره بل د عبادت وړ نیسي، ډېر ژر به دوى ته معلومه شي.",""
1899,15,97,"او موږ ته معلومه ده كومې خبرې چې دوى پر تا پورې كوي په هغو سره ستا زړه ته خپګان رسيږي.",""
1900,15,98,"نو تسبیح وایه سره د حمدونو د رب خپل، او شه له سجده کوونکو څخه.",""
1901,15,99,"او د خپل رب بندګي تر هغه چې مرګ درته راشي.",""
1902,16,1,"د الله فيصله راغله، اوس یې تلوار مه كوئ، هغه پاک دى او له هغه شرك نه پورته او لوړ دى چې دوی يې كوي.",""
1903,16,2,"له خپلو بندګانو چاته چې وغواړي، روح د ملايک په واسطه په خپل حكم پرې نازلوي چې (خلک) وپوهوئ، چې له ما پرته بل معبود نشته نو (يوازې) له ما ووېرېږئ.",""
1904,16,3,"هغه اسمانونه او ځمكه په حقه پيدا كړيدي، له هغه شرک څخه ډېر پورته او لوړ دى چې دوى يې كوي.",""
1905,16,4,"انسان یې له نطفې پېدا كړ، نو ترې یو څرګند جګړه مار جوړ شو.",""
1906,16,5,"څاروي یې (هم) پېدا كړيدي، چې په هغو كې تاسي لپاره ګرم پوښاك او نورې ګټې هم شته، او له هغو څخه خوراک هم كوئ.",""
1907,16,6,"په هغو كې تاسي لپاره ښكلا ده چې سهار يې د څرولو لپاره لېږئ او ماښام يې بېرته راولئ.",""
1908,16,7,"او ستاسو درانه پيټي تر هغې سيمې وړي چې تاسو يې له ډېر كړاو ګاللو پرته نه شئ رسولى، رښتيا چې ستاسو رب خامخا ډېر مهربان خواخوږى دى.",""
1909,16,8,"آسونه، كچر او خره يې دې لپاره پيدا كړل چې هم پرې سپاره شئ او هم ښكلا وي، او نور داسې شيان هم پيدا كوي چې تاسو ورباندې نه پوهېږئ.",""
1910,16,9,"او پر هماغه الله د سمې لارې ښودل دي، او (سره له دې چې) څه لارې كږې هم دي او كه هغه غوښتي وى نو تاسو ټولو ته به يې هدايت كړى و.",""
1911,16,10,"هماغه ذات دى چې له اسمانه یې اوبه ورولي چې هم ستاسو څښاك دى او هم ونې بوټي چې خپل څاروي پكې څروئ.",""
1912,16,11,"رازرغونوي (الله تعالی) تاسي ته په دغو اوبو سره کښت (فصل) او زیتون (خونه) او خرماوې او انګور او له هر قسمه میوو څخه، بې شکه په دې کې خامخا دلیلونه دي د هغه قوم لپاره چې د فکر نه کار اخلي.",""
1913,16,12,"او تاسي لپاره یې شپه او ورځ، لمر او سپوږمۍ په كار اچولي دي او ټول ستوري هم د هغه په حكم په كار اچول شويدي، په دې كې د هغو خلكو لپاره ډېرې نښانې دي چې له پوهې څخه كار اخلي.",""
1914,16,13,"او دا چې هغه تاسي لپاره په ځمكه كې ډېر رنګارنګ شيان پېدا كړيدى، په دې كې هم د هغو خلكو لپاره ارومرو نښانه ده چې درس اخيستونكي دي.",""
1915,16,14,"او هغه ذات دى چې تاسو لپاره يې سمندر په كار اچولى څو تازه غوښه ترې وخورئ، او د ښكلا هغه ګاڼه ترې وباسئ چې اغوندئ يې، او ته وينې چې بېړۍ ګانې پكې څېروونكې روانې دي څو تاسو د هغه (الله) د لورينې لټون وكړئ او شكرونه وباسئ.",""
1916,16,15,"او په ځمكه كې يې كلک غرونه واچول چى درباندې ونه خوځيږي، او (پيدا كړې يې دى) ويالې او لارې چې تاسو لار ومومئ.",""
1917,16,16,"او (پيدا كړې يې دي) علامې (نښانې) او په ستورو سره (هم) دوى لار مومي.",""
1918,16,17,"نو آيا هغه څوک چې پيدا كوي د هغه چا په شان دی چې هېڅ هم نه پيدا كوي؟ آيا تاسي پند نه اخلئ؟",""
1919,16,18,"او كه تاسي د الله د نعمتونو شمېرل وغواړئ نه يې شئ شمېرلى، بې شکه هغه ډېر بخښونكى او مهربان دى.",""
1920,16,19,"او الله تعالی پوه دی په هغه څه چې تاسو یې پټوئ او په هغه څه چې ښکاره کوئ یې.",""
1921,16,20,"او هغوى چې له الله پرته نور څه رابلي، هغه هېڅ نه پيدا كوي بلكې خپله مخلوق دي.",""
1922,16,21,"مړه دي، نه ژوندي، او نه پوهيږي چې بيا به كله راپاڅول شي.",""
1923,16,22,"په حقه سره ستاسو معبود هماغه يو معبود دى، نو هغوى چې آخرت نه مني، زړونه يې منكر او دوى په لويي كې تللي دي.",""
1924,16,23,"شک نشته چې الله ښه پوهيږي په هغه څه چې دوى يې پټوي او په هغه څه چې څرګندوي يې، بې شکه هغه لویي کوونکي نه خوښوي.",""
1925,16,24,"او چې ورته وويل شي رب مو څه نازل كړي؟ وايي: د ړومبنيو څه نكلونه (کیسې).",""
1926,16,25,"تر څو د قيامت په ورځ هم خپل پيټي پوره په شا كړي او هم د هغو له پېټو چې په ناپوهي كې دوى بې لارې كړي دي، ګورئ څومره بد پيټي دي چې دوى يې وړي.",""
1927,16,26,"له دوى مخكې خلكو هم (دغسې) چلونه جوړ كړي وو خو الله يې د چلونو كلا له بېخه ونړوله، چت يې له پاسه پرې وغورځېد او له يو داسې لوري آفت ورباندې راغى چې دوى نه پوهېدل.",""
1928,16,27,"بيا به يې د قيامت په ورځ (نور هم) سپكوي، ورته وايي به چې زما هغه شريكان چېرې دي چې تاسو يې په هكله (مسلمانانو سره) جګړې كولې؟ چاته چې علم وركړى شوى هغوى به وايي: بې شكه چې رسوايي او بدي نن ورځ په همدغو كافرانو ده.",""
1929,16,28,"هغوى چې پر خپلو ځانو ظالمان وو نو كله چې یې ملايكې سا اخلي، دوى به سمدلاسه روغه جوړه وړانداې كړي، چې موږ خو هېڅ بد نه كول، ولې نه! يقيناً الله په هغه څه ښه خبر دى چې تاسو به كول.",""
1930,16,29,"نو (اوس) د جهنم په دروازو ورننوځئ تلپاتې په هغه كې، د كبرجنو استوګنځى نو خامخا ډېر ناكاره دى.",""
1931,16,30,"او (بل لور ته) چا چې نيكي وكړه، هغوى لپاره په دې دنيا هم ښېګڼه ده او د آخرت كور خو حتماً لا غوره دى، او ډېر ښه كور د ځان ساتونكو (له ګناه) دى.",""
1932,16,31,"د تل اوسېدو باغونه چې دوى به ورننوځي، ترې لاندې به ويالې بهيږي هلته به دوى لره هر هغه څه وي چې غواړي يې، الله متقيانو ته همدغه شان بدله وركوي.",""
1933,16,32,"هغوى چې پاک دي، كله چې ملايكې يې سا اخلي ورته وايي: پر تاسو دې سلام وي، (ځئ) جنت ته ننوځئ، د هغو عملونو په بدل كې چې تاسو به كول.",""
1934,16,33,"آيا (اوس) دوى له دې پرته د بل څه انتظار كوي چې يا ملايكې ورته راشي او يا ستا د رب پرېکړه ورته راشي؟ له دوى ړومبنيو خلكو هم دغه شان كړي دي، او الله پر هغوى ظلم نه و كړى، ظلم خو دوى خپله پر ځانو كولو.",""
1935,16,34,"نو بيا دوى ته هم د خپلو کړنو شر ورسېد، او هغه څه ترى چاپېر شول چې (پخوا) به يې ملنډې پرې كولې.",""
1936,16,35,"او چا چې شرک كړى وايي چې كه الله نه واى غوښتي نه به موږ له هغه پرته څه شى لمانځلی و، نه زموږ پلرونو او نه به مو د هغه له حكمه پرته كوم شى حرام كړى و، له دوى مخكنيو هم دغه شان كول، نو آيا په رسولانو باندې پرته له ښكاره تبليغه نور څه شته؟",""
1937,16,36,"او موږ هر ولس ته يو رسول ولېږه چې الله ولمانځئ او له باطلو معبودانو ځان وساتئ، نو بيا له هغو نه چاته الله سمه لار وښوده، او ځينى يې هغه و چې بې لاريتوب پرې مسلط شو، نو وګرځئ په ځمكه كې او وګورئ چې د دروغ ګڼونكو انجام څنګه شو؟",""
1938,16,37,"كه ته د هغوى لار موندنې ته (هر څومره) حرص هم كوې خو الله هغه چاته هدايت نه كوي چې بې لارې كوي يې، او هغوى لره به څوک مرستندوى نه وي.",""
1939,16,38,"او دوى په الله كلک كلک قسمونه وكړل چې بيا به الله هغه يو هم راژوندى نه كړي چې مړ كيږي، ولې نه، دا خو يوه ژمنه ده چې هغه پر ځان منلې، خو زياتره خلک نه پوهيږي.",""
1940,16,39,"دې لپاره چې الله هغه څه ورته څرګند كړي چې دوى پكې اختلاف كوي، او كافرانو ته معلومه شي چې بې شكه دوى دروغجن وو.",""
1941,16,40,"زموږ وينا خو چې كله د يو شي اراده وكړو، بس چې ورته وايو: شه نو هغه كيږي.",""
1942,16,41,"او هغوى چې د الله په لار كې هجرت كړى وروسته له هغه چې ظلم ورباندې شوى، نو خامخا به دنيا كې هم ښه ځاى وركړو او د آخرت بدله خو ډېره لويه ده، كه چېري دوى پوهېدلاى.",""
1943,16,42,"هغوى چې صبر يې كړى او په خپل رب بروسه كوي.",""
1944,16,43,"او نه دي لیږلي موږ ستا نه مخکې مګر سړي (پېغمبران) چې وحي مو ورته کوله، نو پوښتنه وکړئ د علم والاو نه که چیرته تاسي نه پوهیږئ.",""
1945,16,44,"هغوى مو هم له ښكاره نښانو او كتابونو سره لېږلي وو، او تاته مو دغه ذكر (قرآن) درنازل كړ چې هغه څه ورته بيان كړې چې دوى لپاره نازل شوي او تر څو دوى خپله هم څه فكر وكړي.",""
1946,16,45,"آيا هغه خلک چې ناوړه چلونه جوړوي، له دې بې غمه دي چې الله به يې په ځمكه ښخ كړي؟ يا به له كوم داسې لوري عذاب پرې راشي چې دوى پوه هم نه شي.",""
1947,16,46,"يا به يې هسې ګرځېدو راګرځېدو كې ګير كړي، بيا به دوى عاجزونكي نه وي.",""
1948,16,47,"يا به يې په وېره كې ونيسي، په يقين سره ستا رب ډېر مهربان لوروونکی دى.",""
1949,16,48,"اّيا دوى د الله كوم پيدا كړى شى هم نه ويني چې څنګه يې سيورى له ښۍ او كيڼې خوا الله ته په سجده كولو پرېوځي؟ حال دا چې (ټول) عاجزي كوونكي دي.",""
1950,16,49,"او هماغه الله ته سجدې كوي څه چې په آسمانونو او ځمكه كې دي له خوځېدونكو حيواناتو او ملايكو پورې په داسې حال كې چې دوى (هېڅ) لويي نه كوي.",""
1951,16,50,"دپاسه يې خپل رب نه وېريږي او څه چې ورته امر كيږي ترسره كوي يې.",""
1952,16,51,"او الله وايي چې دوه معبودان مه نيسئ، بې شكه چې هماغه يو معبود دى، نو يوازې مانه ووېرېږئ.",""
1953,16,52,"او هماغه لره دي څه چې په آسمانوو كې دي او څه چې په ځمكه كې دي، او دين (تسليمي) سوچه هماغه لره ده، نو آيا پرته له الله بل چانه وېره كوئ؟",""
1954,16,53,"او په تاسي چې كومه لورينه (نعمت) ده هم د الله له لوري ده او بيا چې څه كړاو درته رسي هم هغه ته زارۍ كوئ.",""
1955,16,54,"خو بيا چې هغه كړاو درنه لرې كړي، يو دم ستاسو څه خلک خپل رب سره شريكان نيسي.",""
1956,16,55,"څو چې د هغو نعمتونو ناشكري وكړي، چې موږ وركړي نو مزې وكړئ، زر به وپوهېږئ.",""
1957,16,56,"او موږ چې څه ور روزي كړي له هغو نه، هغه څه ته برخه ټاكي چې (كوم دليل يې) ورته معلوم نه دى، نو په الله قسم چې وبه پوښتل شئ له هغو دروغو نه چې تاسو به تړل.",""
1958,16,57,"اودوى الله لپاره لوڼي ټاكي، پاکي ده هغه (الله) لره! او دوى لپاره هغه څه دي چې غواړي يې.",""
1959,16,58,"او كله چې كوم يو ته يې د لور زېرى وشي، مخ يې تک تور واوړي او له غوسې ډک وي.",""
1960,16,59,"له خلكو نه پټ ګرځي له هغه ناكاره خبر له امله چې ده اورېدلى، آيا (لور يې) له شرم سره سره وساتي او كه په خاوره كې يې ومنډي؟ ګورئ! څومره ناوړه حكم دى چې دوى يې (د الله په هكله) كوي.",""
1961,16,60,"هغوى لره چې په آخرت باور نه لري ناكاره صفتونه دي، او الله لره خو تر ټولو غوره صفتونه دي، او هماغه حكمت والا برلاسى دى.",""
1962,16,61,"او كه چېرى الله تعالی خلک د هغوى په ظلم سره سمدلاسه رانيولاى نو د ځمكې پر مخ به هېڅ ساكښ نه و پاتې، خو هغه يې تر يوه ټاكلي وخته ځنډوي بيا چې كله يې همغه نېټه راشي نو يو ساعت هم نه وروسته كيږي او نه ړومبى كيږي.",""
1963,16,62,"او دوى هغه څه الله ته ټاكي چې خپله يې بد ګڼي، او ژبې يې دا دروغ بيانوي چې دوى لپاره ښېګڼه ده، په حقيقت كې دوى لپاره یوازې اور دى، او دوى تر ټولو مخكې ورغورځېدونكى دي.",""
1964,16,63,"په الله قسم له تا مخكې مو هم ډېرو قومونو ته رسولان لېږلي دي، بيا يې شيطان بد عملونه ورته ښايسته كړل، نو نن ورځ يې هم هماغه دوست دی، او دوى لپاره دردناک عذاب دى.",""
1965,16,64,"او موږ له دې پرته بل څه لپاره دا كتاب نه دى نازل كړى چې ته هغه څه ورته روښانه كړې چې دوى پكې اختلاف كوي، او (بل دا چې) مومنانو لپاره به لارښوونه او رحمت وي.",""
1966,16,65,"او الله له اسمانه اوبه را واورولې او دا مړه ځمكه يې پرې ژوندۍ كړه، په دې كې خو يقيناً هغو خلكو ته (لويه) نښه ده چې (خبره) اوري.",""
1967,16,66,"او په دې څارويو كې هم تاسو لپاره خامخا يو درس شته، د هغو په ګېډو كې له څه شيانو د خوشيو او وينې له منځه تاسو ته سوچه پۍ درڅښو چې د څښونكو لپاره آسانه په خوند تېرېدونكې دي.",""
1968,16,67,"او (همداسې) د كجورو او انګورو له مېوو چې تاسو هم نېشه يي مواد او هم ښه روزي ترې لاس ته كوئ، يقيناً په دې كې هغو خلكو ته (لويه) نښه ده چې عقل كاروي.",""
1969,16,68,"او ستا رب د شاتو مچۍ ته په زړه كې ورواچوله چې په غرونو، ونو او هغو څپرو كې چې خلک يې لوړې جوړوي، كورونه جوړ كړه.",""
1970,16,69,"بيا د هر ډول مېوو نه خوراک كوه او د خپل رب په هوارو كړيو لارو روانه اوسه، د دوى له ګېدو د بېلا بېلو رنګونو يو څښاک راوځي چې په هغه كې خلكو لپاره شفا ده، يقيناً په دې كې هغو خلكو ته (لويه) نښه ده چې فكر كوي.",""
1971,16,70,"او الله تاسو پيدا كړئ بيا مو پوره اخلي (مړه کوي مو) او له تاسو نه څوک بد (د ذلت) عمر ته پريږدي، چې له پوهېدو وروسته بيا په هېڅ ونه پوهيږي، بې شكه الله ډېر پوه ځواکمن دى.",""
1972,16,71,"او الله له تاسو نه ځينو ته پر ځينو باندې په روزي كې زيات والى وركړى دى، نو چاته چې زيات والى وركړ شوى هغوى د خپلو مريانو لور ته د دې روزۍ ورګرځونكي نه دي په داسې شان چې هغوى ټول پكې يو برابر شي، نو آيا د الله له (دغې) پېرزوينې منكريږي؟",""
1973,16,72,"او الله تاسو ته له خپله جنسه مېرمنې پيدا كړې او له مېرمنو يې زامن او لمسي دركړي او له ښو پاكيزه شيانو يې روزي دركړې ده، نو آيا دوى باطل مني او د الله له پېرزوينې انكار كوي.",""
1974,16,73,"او له الله پرته د هغه شي بندګي كوي چې د هغه په لاس كې نه له اسمان نه دوى ته څه روزي وركول شته، نه له ځمكې نه او نه دا كار د هغوى له وسې پوره دى.",""
1975,16,74,"نو الله لپاره مثالونه مه جوړوئ، بې شکه الله پوهيږي، او تاسو نه پوهيږئ.",""
1976,16,75,"الله يو مثال راوړي: لكه د چا په ملكيت كې يو مريى دى چې خپله څه واک نه لري او بل څوک داسې چې هغه ته مو له خپله لوري غوره روزي وركړې او دى په پټه او ښكاره لګښت ترې كوي، آيا دوى سره برابر دي؟ الله لره ستاينه ده، بلكې زياتره يې نه پوهيږي.",""
1977,16,76,"او الله يو (بل) مثال راوړي: لكه دوه كسان دي چې يو يې ګونګ دى، هېڅ نه شي كولاى او په خپل څښتن باندې هسې پېټى دى، هرې خوا ته يې چې استوي څه خير نه راوړي، آيا دى او هغه كس چې په عدالت حكم كوي او په سمه سيده لار برابر دى، سره يو شان كېداى شي؟",""
1978,16,77,"او د اسمانو او ځمكې غيب الله لره دي، او د قيامت معامله لكه د سترګو رپ لا څه چې ډېره نږدې ده، بې شكه الله په هر څه قادر دى.",""
1979,16,78,"او الله تاسو د خپلو ميندو له ګېډو په داسې حال كې راووېستئ چې په هېڅ هم نه پوهېدئ او هغه تاسو ته غوږونه، سترګې او زړونه دركړل چې شكر وباسئ.",""
1980,16,79,"آيا دوى الوتونكو ته نه دي كتلي چې څنګه د اسمان په هوا كې مسخر شوي دي؟ الله نه پرته يې بل هېڅوک نه ساتي، يقيناً په دې كې ايمان راوړونكو ته ډېرې نښې دي.",""
1981,16,80,"او الله مو كورونه آرام ځايونه درته وګرځول او د څارويو له پوستكو يې داسې كورونه درته پيدا كړل چې د كوچېدو او دېره كېدو په ورځ يې سپک مومئ او د هغو له وړيو، اون او وژغنو يې ستاسي د ګټې وړ سامان پيدا كړ تر يوې ټاكلې نېټى پورې.",""
1982,16,81,"او له هغو شيانو چې ده پيدا كړي ستاسي لپاره يې سيوري برابر كړل، په غرونو كې يې پناه ځايونه درته جوړ كړل او داسې كميسونه چې له ګرمۍ مو ساتي او هغه كميسونه چې (په جنګ كې) ستاسي ساتنه كوي، په دې ډول خپل نعمتونه درباندې تماموي ښايي چې تاسو غاړه كيږدئ.",""
1983,16,82,"نو كه دوى مخ اړوي نو پر تا هم له څرګند تبليغه پرته بل څه نشته.",""
1984,16,83,"دوى د الله نعمت (ښه) پېژني خو بيا ترې منكريږي او زياتره يې كافران دي.",""
1985,16,84,"او هغه ورځ چې له هر امت نه يو شاهد راپاڅوو نو بيا به كافرانو ته نه (د څه ويلو) اجازه وي او نه به د توبې غوښتنه ترې وكړى شي.",""
1986,16,85,"او كله چې ظالمان هغه عذاب وګوري نو بيا به نه ورباندې سپک كړى شي او نه به مهلت وركړى شي.",""
1987,16,86,"او كله چې مشركان خپل (باطل) شريكان وويني وايي به: اى زموږ ربه! همدا زموږ هغه (انګېرلي) شريكان وو چې له تا پرته مو رابلل، نو هغوى به دا خبره ور وړاندې كړي چې يقيناً تاسي (خپله) دروغجن ياست.",""
1988,16,87,"او په هغه ورځ به الله ته سوله وړاندې كړي او هغه ټول دروغ به يې له منځه ولاړ شي چې دوى به (دنيا كې) جوړول.",""
1989,16,88,"څوک چې خپله هم كافر شوي او (نور يې هم) د الله له لارې اړولي هغو ته به د عذاب له پاسه عذاب ورزياتوو، په دې چې دوى به فساد كولو.",""
1990,16,89,"او هغه ورځ چې موږ به هر امت كې خپله له هغوى نه يو شاهد ورباندې راپاڅوو، او تا به پر همدغو خلكو د شاهد په توګه راولو، او (د همدې لپاره) موږ دا كتاب پر تا نازل كړ چې په ډاګه د هر شي څرګندونكى، لارښوونه، رحمت او زېرى دى مسلمانانو ته.",""
1991,16,90,"يقيناً الله د عدل، ښېګڼې او خپلوانو ته د وركړې امر كوي او له بې حيايي، بدۍ او تيري نه منع كوي، هغه تاسو ته نصيحت كوي تر څو درس واخلئ.",""
1992,16,91,"د الله ژمنه پوره كوئ، كله چې ژمنه سره كوئ او خپلې لوړې (قسمونه) له ټينګولو وروسته مه ماتوئ، كله چې تاسو الله (هم) درباندې شاهد نيولى وي، بې شكه الله خو په هغه څه پوهيږي چې تاسو يې كوئ.",""
1993,16,92,"او د هغې ښځې په شان مه كيږئ چې خپل ورېشلي تارونه به يې له مزي كولو وروسته بېرته سپخول، خپل منځ كې مو قسمونه د ټګۍ وسيله ګرځوئ تر څو يو قوم د بل قوم نه زياته ګټه ترلاسه كړي، (حال دا چې) الله مو په دې سره ازميښت كوي او د قيامت په ورځ به حتماً هغه څه در څرګند كړي چې تاسو پكې اختلاف كولو.",""
