"Translation Info:
#---------------------------
1651,12,55,"Yusufu araheza abwira umwami ati: “Ngena rero kuba umunyabigega ajejwe guhagararira umwimbu w’igihugu ca Misiri, jewe mu vy’ukuri, ndi umwizigirwa kuri vyose, ndashoboye gucungera neza umwimbu, ndafise n’ubumenyi bukwiye ku vyerekeye itunganya ry’ubutunzi”.",""
1652,12,56,"Ni nk’ukwo nyene rero Twebwe Allah - Twakuye Yusufu mw’ibohero - Twamutsimbataje ku butegetsi agashika aho hose ashatse mu gihugu ca Misiri. Burya rero, Duhereza impuhwe zacu uwo Dushatse mu biremwa vyicisha bugufi bikagamburukira Imana Allah, eka ntitunatakaza na kimwe mu ndishi z’abagwaneza;",""
1653,12,57,"Kandi ni ukuri, impembo yo mu buzima bw’inyuma yo gupfa, ni yo nziza gusumba iyo mu buzima bwo kw’isi ku bemeramana batinya Imana Allah mu kwubahiriza amabwirizwa yayo.",""
1654,12,58,"Haciye imyaka itari mike rero, ni ho benewabo na Yusufu bashengera muri Misiri bomowe n’amapfa yabateye, maze binjira kwa Yusufu, na we aca arabamenya ariko bobo ntibamumenya bivanye n’igihe kitari gito cari giheze;",""
1655,12,59,"Yaciye ategeka ko babakira, bakabazimana. Amaze kubatekerera imfungurwa bipfuza, bakaba bari bamwiganiye ko bafise mwenewabo kuri se[5] batashoboye kuzanana, yaciye ababwira ati: “Nimwaramuka mugarutse rero, murazanana na mwenewanyu kuri so, ntimwabonye ko nabatekereye nkabagerera neza, n’uko nabakiriye nkanabazimana neza?","[5] Ni uwo bavukana kwa se, akaba ari we mutoya wa Yusufu basangiye se na nyina, yitwa Biniyamini."
1656,12,60,"Nimutazanana n’uyo mwenewanyu kuri so rero, nta co nzobagerera ngo ndanabatekerere, eka ntimuzonatumbere aho ndi”.",""
1657,12,61,"Bishuye bati: “Tuzogerageza kwinginga se wiwe turabe ko yomuturungikana, kandi ni ukuri tuzobikora”.",""
1658,12,62,"Yusufu yari yabwiye abakozi biwe ko mu gutekera, boshira mu mfungurwa babatekereye ikiguzi cazo, kugira ngo nibashika iwabo bakabona nya kiguzi, kizotume bagaruka.",""
1659,12,63,"Bamaze gushika kwa se wabo, baramwiganiye ido n’ido uko vyabagendeye, baraheza bamubwira bati: “Dawe wacu! Ariko rero, umutware ngo ntazosubira kudutekerera nitwaramuka dusubiyeyo tutajanye na murumuna wacu Biniyamini. Kubera ivyo rero, uramuturungikana, gutyo batugerere imfungurwa zikwiye, hanyuma na twe mu vy’ukuri, turiyemeje kuzomucungera”.",""
1660,12,64,"Se wabo abishura ati: “Nobizera gute ko mwocungera Biniyamini, mu gihe nigeze kubizera kuri mwenewabo Yusufu mukanyemeza ko muzomucungera, hanyuma ntimwabikora! Mwebwe rero sindabizeye namba, ariko ndizeye Imana Allah ko Imucungera kuko ni Yo Mwiza w’ababungabunzi, ni na Yo Nyenimpuhwe kuruta abanyampuhwe bose”.",""
1661,12,65,"Bamaze gutekurura ivyo babatekereye, basanze basubijwe n’ikiguzi c’ivyo batekerewe, baca bavuga n’akamwemwe kenshi bati: “Dawe wacu! Hari ikindi dushaka coza kiruta iki! Ehe ng’iki n’ikiguzi c’ivyo badutekereye bakidusubije! Enda nyabuna muturungikane rero, tuje gusumira umuryango ibikwiye, hanyuma ducungere na murumuna wacu, gutyo na we nyene azogaruke afise igitwazi cikoreye imfungurwa ciyongereyeko, kuko nta wugererwa ibirenze igitwazi kimwe. Kumugerera na we ni bito cane ku mwami”.",""
1662,12,66,"Se wabo Yakubu araheza ababwira ati: “Sindota ndamubarungikana tudahanye amasezerano, mukandahira kw’izina ry’Imana Allah ko muzomungarukanira amarembe, hamwe mutoshikirwa n’ivyago bitabavuyeko”. Bamaze rero kumurahirira kw’izina ry’Imana Allah ko bazomucungera, Yakubu yaciye avuga ati: “Imana Allah rero ni Yo Muhagarikizi wacu ku vyo dusezeranye”.",""
1663,12,67,"Hageze ko basubira muri Misiri rero, se wabo yabatekereye impanuro avuga ati: “Bane banje! Nimwaramuka mugeze muri Misiri, ntimuzokwinjire muciye mu muryango umwe, ahubwo murinjirira mu miryango itandukanye kugira mwikingire ijisho ribi. Hamwe n’uko ndabahaye izo mpanuro, nta cobuza ko mudashikirwa n’ivyagezwe vy’Imana Allah, kandi nta co mpinduramwo ngo ngire ico ndabamariye. Burya, nta ngingo ija mu ngiro ku biremwa, kiretse ko iva ku Mana Allah, ni Yo nishimikije kandi nizeye, abizera rero nibayishimikize bayizere”.",""
1664,12,68,"Igihe bagera muri Misiri, binjiye baciye mu miryango itandukanye nk’uko se wabo yari yabategetse. N’aho ivyo vyose ata co vyari kubamarira ngo bihindure ivyagezwe n’Imana Allah kuri bo, ariko kubabwira ivyo vyose, vyatumye ikiri ku mutima wa Yakubu cururuka. Mu vy’ukuri, Yakubu yari afise ubumenyi buhambaye ku vyo Twebwe Allah Twamwigishije mw’idini ryiwe, ariko abenshi mu bantu ntibazi iherezo ry’ivyo bakora.",""
1665,12,69,"Bamaze kwinjira rero mu kirimba kwa Yusufu bari kumwe na murumunawe Biniyamini, Yusufu yamuguye mu nda aramuhobera, araheza aramwongorera ati: “Jewe mu vy’ukuri, ndi mukurwawe, ntiwicwe n’intuntu na gato ku vyo benewacu bigeze kungirira”.",""
1666,12,70,"Amaze kubatekerera imfungurwa bipfuza, yategetse abakozi biwe ko bashira mu mfungurwa bagereye murumunawe Biniyamini, igipimo bageresha, maze bakabigira mw’ibanga nta ngere ata n’umwe abizi. Bagize ngo barahagurutse bagende, umuraritsi yaciye asemerera ati: “Emwe bantu muri ku bitwazi! Mu vy’ukuri, hari ibintu mwivye, muri ibisuma koko!”.",""
1667,12,71,"Baca batumbera umuraritsi bati: “Mbega mwabuze igiki!?”.",""
1668,12,72,"Nya muraritsi n’abo bari kumwe bati: “Tubuze igipimo umwami ageresha, kandi ikibonamaso c’uwukizana, ni imfungurwa zotwarwa n’igitwazi”. Umuraritsi aca yongerako ati: “Ni nanje mbere niyemeje kumushikiriza nya kibonamaso”.",""
1669,12,73,"Benewabo na Yusufu bavuze bati: “Turarahiye kw’izina ry’Imana Allah, ni ukuri na mwe murazi ko tutazanwe n’ubwononyi mu gihugu ca Misiri, eka ntituri n’abasuma mu buzima bwacu!”.",""
1670,12,74,"Abajejwe gusaka, ni ho bavuga bati: “Hamwe mwoba muriko murabesha mu kurahira ko mutivye, mubona yoba akwiye igihano nyabaki hamwe twosanga umusuma ari muri mwebwe!?”.",""
1671,12,75,"Benewabo na Yusufu bishuye bati: “Igihano c’uwivye, ni uko afashwe aca agirwa umuja w’uwibwe, ni nk’ico gihano nyene iwacu duha uwirenganije mu kwiba”.",""
1672,12,76,"Ni ho rero babasubiza kwa Yusufu, araheza atangura gusaka ubwiwe ivyo bafise, ahera kuri benewabo kuri se imbere yuko asaka murumunawe. Hanyuma ni ho yatandukira gusaka murumunawe, aca asanga nya gipimo co kugeresha kiri mu mfungurwa ziri ku gitwazi ca murumunawe. Ni uko rero Twebwe Allah, Tworohereje Yusufu kugumana na murumunawe, ntiyari gushobora gusigarana na we ku kirimba c’umwami wa Misiri, kiretse ku bushake bw’Imana Allah mu kwisunga ingingo yuko uwivye, ahanishwa igihano gisanzwe kiri mw’idini rya benewabo. Twebwe Allah, Tuduza icubahiro kw’isi uwo Dushatse mu biremwa. Burya rero, hejuru y’uwo wese afise ubumenyi, haba hari uwundi abumusumvya.",""
1673,12,77,"Baciye bavuga n’agashinyaguro n’akantu bati: “Niyibe na kera mukuru wiwe[6] yarigeze kwiba”. Yusufu ariyumya ku vyo yumvise maze ararimira ntiyiserura, kuko yari azi ko bavuze ikinyoma cambaye ubusa, maze aca yibwira ku mutima ati: “Mwebwe ni mwe bantu babi aho muri hose, burya Imana Allah, ni Yo Izi gusumba ikinyoma mu vyo mwigana”.","[6] Bashaka kuvuga Yusufu ko yigeze kwiba, kandi bitigeze biba."
1674,12,78,"Baraheza bamubwira bamwinginga bati: “Ewe mutware! Mu vy’ukuri, uyo yivye afise se ashaje cane, amukunda cane, ntiyoba kure yiwe, pfuma ufata umwe muri twebwe mu kibanza ciwe, ni ukuri turabona ko wewe uri mu bagwaneza koko!”.",""
1675,12,79,"Yusufu yabishuye ati: “Imana Allah Ikinge, ntibikabe ko dufata ngo dusigarane kiretse uwo twafatanye itonga; mu vy’ukuri, mu gihe twofata uwundi mu kibanza ciwe, ni ukuri twoba turi mu barenganya”.",""
1676,12,80,"Bamaze kwihebura ko Biniyamini atakirekuwe, bahavuye biherera batangura guhanurana ku cokorwa, maze umukuru muri bo avuga ati: “Mbega ntimuzi ko so yabarahije kw’izina ry’Imana Allah, ko mutegerezwa kugarukana murumuna wanyu, kiretse mu gihe mwoshikirwa n’ivyago bitabavuyeko; n’imbere y’aho mukaba mutitwararitse Yusufu, mukamuhemukira. Jewe rero, sindota mva ku butaka bwa Misiri, kiretse mu gihe data yobindekurira, canke Imana Allah Ikandekurira kuva ng’aha, Ikanshoboza kuronka murumunanje, ni na Yo Mwiza w’abacamanza batunganiriza ibiremwa;",""
1677,12,81,"Nimusubire inyuma mwebwe muje kwa so, nimwashikayo mumwiganire uko vyatugendeye, muheze mumubwire muti: “Dawe wacu! Ni ukuri, umwana wawe Biniyamini yivye, kandi ntitumwagiriza kiretse ivyo twiboneye n’amaso, eka nta n’ubumenyi bw’uko yari kwiba twari dufise imbere yo kugusezeranira kumugarukana;",""
1678,12,82,"Da! Niwashaka baza Abanyamisiri, ubaze n’abo twari kumwe, twazananye ku rugendo, mu vy’ukuri tukubwije ukuri”.",""
1679,12,83,"Yakubu yabishuye ati: “Hari ikintu kibi imitima yanyu yaboheje gukora. Kubera ivyo rero, ndihanganye, sindi bwihebure ngo ncike intege, canke ngo nidoge, hari n’aho Imana Allah Yobanzanira bose uko ari batatu; mu vy’ukuri, ni Yo Nyenubumenyikurivyose, Intungane mu vyo Ikora”.",""
1680,12,84,"Ni ho rero Yakubu yabirengagiza akavuga n’intuntu n’akantu ati: “Ese umubabaro mfise kuri Yusufu!”. Amaso yiwe yahavuye yeruruka ku kubera intimba n’intuntu, ariko rero yari umuntu yifata akigumya.",""
1681,12,85,"Nya bana biwe bamubwiye bati: “Kw’izina ry’Imana Allah, ubwo uracakomeza kwibuka Yusufu n’imyaka yose ihaciye, gushika n’aho wenda guhwera canke ugahwera koko!”.",""
1682,12,86,"Yakubu yabishuye ati: “Nta n’umwe ndi buganyire ngo ndegere umubabaro n’intuntu mfise ku mutima atari Imana Allah, ni na Yo Izonkura mu kaga ndimwo, burya ndazi ku mpuhwe z’Imana Allah Imfiseko ivyo mutazi;",""
1683,12,87,"Ehe bane banje! Nimusubire muri Misiri, maze mugendereze inkuru ku vyerekeye Yusufu na murumuna wiwe, kandi ntimwihebure ku mpuhwe z’Imana Allah, burya nta wihebura ku mpuhwe z’Imana Allah, kiretse abantu b’abagarariji, batemera ubushobozi n'ububasha vyayo”.",""
1684,12,88,"Bahavuye rero basubira muri Misiri, bagize ngo barinjiye kwa Yusufu, bamubwiye bati: “Ewe mutware! Twaratewe n’inzara, twebwe n’umuryango wacu wose, ni ko kuza twibangikanije iki kiguzi gidashemeye, turasavye rero ko mwotugerera ibikwiye nk’uko mwahora mubigenza ku kiguzi nk’ico nyene, n’aho kidashemeye. Mu vy’ukuri Imana Allah, Irahemba abafasha abandi bakabaha imperezwa”.",""
1685,12,89,"Yusufu amaze kwumva ivyo bavuze, yafashwe n’ikigumbagumba, aca ababwira ati: “Mbega mwoba mwibuka ivyo mwagiriye Yusufu na murumunawe igihe mutashobora gutahura iherezo ryanyu?”.",""
1686,12,90,"Ni ho baca bamubaza bitangaza bati: “Burya mu vy’ukuri, yoba ari wewe Yusufu!?”. Na we ati: “Ego cane ni jewe! Uyu na we ni murumunanje, Imana Allah Yaratugiriye ubuntu maze Iraduhuza. Burya uwutinye Imana Allah mu kwubahiriza amabwirizwa yayo, akanihanganira ibigeragezo, nta nkeka ko Izobimuhembera; mu vy’ukuri Imana Allah, ntitakaza impera y’abagwaneza”.",""
1687,12,91,"Bavuze bati: “Turarahiye kw’izina ry’Imana Allah ko Yamaze kuguha icubahiro kiturengeye, kandi ku vyo twabagiriye, twarakosheje pe!”.",""
1688,12,92,"Yusufu ni ho yabishura ati: “Kuri uno musi, nta kabi kuri mwebwe, Imana Allah Ibababarire ivyaha vyanyu, ni na Yo Nyenimpuhwe kuruta abanyempuhwe bose”.",""
1689,12,93,"Ni ho rero bamwiganira ko se yamaze guhuma biturutse ku ntimba amufitiye, aca ababwira ati: “Nimugende mujanye iyi kanzu yanje; nimwagerayo, muce muyiterera mu maso ya data, azoca asubira kubona ukuri kwamye, hanyuma muzoce mugaruka muzananye n’umuryango wose”.",""
1690,12,94,"Bagize ngo baratanguye urugendo bava muri Misiri bagana muri Shaamu, bafise nya kanzu, se wabo Yakubu yaciye abwira abari kumwe na we ati: “Ni ukuri, ndumva akamoto ka Yusufu n’aho mwoshaka mugatebura ku vyo mvuze, mwibaza ko ndi umukehabwenge”.",""
1691,12,95,"Abari ng’aho, bamwishuye bati: “Turarahiye kw’izina ry’Imana Allah, ko wewe mu vy’ukuri, ukirembejwe n’intimba y’urukundo rwa Yusufu, bigatuma uguma umubona!”.",""
1692,12,96,"Uwari azaniye Yakubu inkuru y’ihumure ko Yusufu akiriho, amaze guterera nya kanzu mu maso yiwe, Yakubu yaciye asubira kubona ukuri kwamye, ni ho yaca abwira abari ng’aho n’akamwemwe nta ngere ati: “Sinari nababwiye ko jewe mu vy’ukuri, nzi ivyo mutazi ku mpuhwe z’Imana Allah Imfiseko!”.",""
1693,12,97,"Ba bana ba Yakubu baciye bavuga bati: “Ewe dawe wacu! Dusabire rero ku Mana Allah ikigongwe, Itubabarire ivyaha vyacu; mu vy’ukuri, ku vyo twagiriye Yusufu na murumunawe, twarakosheje pe”.",""
1694,12,98,"Yakubu yabishuye ati: “Handi hato, mpava ndabasabira Imana yanje Rurema Allah Ibagirire ikigongwe, burya ni Yo Nyenikigongwe-ntangere ku bigaya, Nyenimbabazi ku batoni bayo”.",""
1695,12,99,"Yakubu n’umuryango wiwe wose rero, bahavuye baja muri Misiri. Bamaze gushikayo bakinjira mu kirimba kwa Yusufu, Yusufu yahobereye abavyeyi biwe bompi, maze aca ababwira ati: “Kaze murisanze muri Misiri ku bushake bw’Imana Allah! Muragakira umuruho n’amapfa, nimutekane!”.",""
1696,12,100,"Ni ho yahava yakirana iteka abavyeyi biwe mu kubicarika hambavu yiwe ku ntebe y’inganji, baraheza baramuramutsa indamutso y’icubahiro, benawabo bose baramwubamira[7] uko ari icumi n’umwe. Ni ho rero Yusufu yaca abwira se ati: “Da! Iyi rero, ni yo nsiguro y’indoto nigeze kurota nkiri muto, nkayikwiganira, Imana yanje Rurema Allah Yayishize mu ngiro, ni ukuri Yaranangiriye ubuntu igihe Yankura mw’ibohero, Ikanabanzanira ng’aha Ibakuye mu misozi, inyuma y’aho shetani interanije na benewacu. Mu vy’ukuri Imana yanje Rurema Allah, ni Rumenyi-Rudahishwa ku vyo Ishatse, ni na Yo Nyenubumenyikurivyose, Intungane mu vyo Ikora”.","[7] Ni ukwubama ku bw’icubahiro; mu mabwirizwa y’idini rya Yakubu, ico gihe vyari birekuwe kwubamira umuntu mu kumwubaha. Vyahavuye rero bibuzwa mu mabwirizwa y’idini ry’ubwislamu ku kwanka ko vyoba imvo y’ibangikanyamana. Mu bwislamu rero, kirazira kikaziririzwa kwubamira ikiremwa."
1697,12,101,"Ni ho rero Yusufu yatumbera Imana Allah ayisaba ati: “Mana yanje Rurema Allah! Ni ukuri, Warampaye ubwami bwa Misiri, Unyigisha no kurotora indoto, n’ubundi bumenyi. Ewe Rurema w’amajuru n’isi! Wewe ni We Muhagarikizi wanje muri vyose kw’isi no mu buzima bw’inyuma yo gupfa, Urandengutsa rero ndi umwislamu nicisha bugufi, Uzonshire hamwe n’abaja bawe beranda”.",""
1698,12,102,"Ntumwa y’Imana! Izo rero ni zimwe mu nkuru zo muri kahise Tuguhishurira, si ho wari igihe benewabo na Yusufu bapfundika ko bamuta mu kinogo kirekire, babanje gutega imitego mw’irementanya ridasanzwe[8].","[8] Ugushikiriza ido n’ido kahise nk’uko vyagenze ku vyerekeye Intumwa z’aho hambere y’Intumwa Muhamadi (nyakugira amahoro n’impuhwe z’Imana Allah), ni kimwe mu vyerekana ko Qor'ani yahishuwe koko n’Imana Allah."
1699,12,103,"Abenshi mu babangikanyamana mu bantu warungitsweko, ntibemera n’aho wokwitwararika kubararikira ukwemera.",""
1700,12,104,"Nta n’indishi ubasaba kw’irarikiramana ryawe ryo kwemera Imana Imwe Rudende Allah, burya Qor’ani warungikanwe, si ikindi kiretse ko ari urwibutso ku bantu bose kugira ngo bikebuke.",""
1701,12,105,"Hari ivyemezo vyinshi mu majuru no mw’isi[9] vyerekana ko Imana ari Imwe Rudende, abantu babirengako bavyirengagiza nk’uko ata vyo babona.","[9] Nk’akarorero k’izuba, ukwezi, imisozi, ibiti, n’ibindi."
1702,12,106,"Abenshi muri bo rero, ntibemera Imana Allah ko ari Yo Yaremye, Ibeshaho ibiremwa, kiretse ko bayemera bayibangikanya n’ibigirwamana.",""
1703,12,107,"Mbega boba bafise ikintu gituma batekanirwa ku Mana Allah, ku buryo batoshikirwa n’ibihano bihwikira bivuye ku Mana Allah; canke ko batoshikirwa giturumbuka n’umuhero w’isi, ata vyo bari biteguriye!",""
1704,12,108,"Ntumwa y’Imana! Babwire uti: “Iyi, ni yo nzira yanje yo gusenga Imana Imwe Rudende Allah, jewe hamwe n’abankurikiye, ndabararikira ko mwokurikira hisunzwe ivyemezo bitomoye; ukuninahazwa rero, ni ukw’Imana Allah, eka jewe sindi mu babangikanyamana pe!”.",""
1705,12,109,"Twebwe Allah, ntitwigeze Dutuma Intumwa ku bantu aho hambere yawe, kiretse ko Twazitora mu bagabo baba mu bisagara, Tugaheza Tukabahishurira amabwirizwa yacu, hari ababemera bakabakurikira, n’abandi babahakana. Mbega ntibaragendagenda kw’isi ngo barabe ukuntu iherezo ry’abahakanyi b’aho hambere yabo ryagenze! Ni ukuri, indishi yo mu buzima bw’inyuma yo gupfa, ku batinya Imana Allah mu kwubahiriza amabwirizwa yayo, ni yo nziza gusumba isi n’ibihendamaso vyayo. Mbega ntimugira ubwenge ngo mutahure muheze mwikebuke!",""
1706,12,110,"Ntumwa y’Imana! Ntiwihutire rero kunesha abaguhakana, burya Intumwa z’aho hambere yawe, na zo zaragararijwe gushika n’aho zihebura ko ata wuzozemera; abo zarungitsweko na bo, bibaza ko zabahenze mu kugabishwa ku bihano vy’Imana Allah, ni ho rero Twaheza Tugatabara Intumwa zacu n’abazikurikiye, Tukarokora mu bihano uwo Dushatse. Burya ibihano vyacu Twebwe Allah, ntibisubizwa inyuma hageze guhana abantu b’abanyavyaha, barenga ku mabwirizwa yacu.",""
1707,12,111,"Ntumwa y’Imana! Mu vyo Twakwiganiye rero kuri kahise k’Intumwa zacu, harimwo inkebuzo ku bantu b’abanyabwenge. Qor’ani ntiyigeze iba amajambo y’irementanya, ariko Twayimanuye kugira ishimangire ibiri mu Bitabu vyamanuwe aho hambere yayo, inatomorere abantu ibirekuwe n’ibizira, iheze ibere uburongozi n’impuhwe abantu b’abemeramana.",""
1708,13,1,"Alif Laam Miim Raa[1]. Izi, ni Aayah z’Igitabu Qor’ani zubashwe. Ntumwa y’Imana! Iyi Qor’ani wamanuriwe ivuye ku Mana yawe Rurema Allah, ni kwo kuri; ariko rero hamwe n’ivyo, abenshi mu bantu ntibayemera ngo bayigendere.","[1] Raba insiguro y’indome zitangura mu ntango y’igisomwa Al-Baqara."
1709,13,2,"Imana Allah, ni Yo Yahanitse amajuru indwi ku bushobozi n'ububasha vyayo ata nkingi mubona ziyareruye; hanyuma Iraheza Irahangama hejuru y'ibiremwa vyose ku Buhangamo bwayo ""Al’Arsh"" mu buryo buberanye n’icubahiro cayo, Iraheza Irema izuba n’ukwezi, kimwe cose kizungurukira mu nzira ntasobwa yaco; ivyo Ikaba Yabigize ukwo, ku neza y’ibiremwa gushika ku musi w’iherezo. Imana Allah Itunganya ibijanye n’ubuzima bwo kw’isi n’ubw’inyuma yo gupfa, Ikabatomorera Aayah n’ivyemezo vyayo vyerekana ko ari Yo Yaremye, kugira mwemere mwizere ko muzohura n’Imana yanyu Rurema Allah, muheze muyisenge mutayibangikanya.",""
1710,13,3,"Ni na Yo Yaguye umubumbe w’isi kugira mushobore kuwubako, Iwuremako n’imisozi iwushigikiye nk’imambo, n’inzuzi mwikorako. No mu vyamwa vy’ubwoko bwose Yaremye amoko abirabiri; ivyera n’ivyirabura, ibisosa n’ibikata, Ituma n’ijoro rihwikira umurango bukijima. Muri ivyo vyose rero, ni ukuri harimwo ivyemezo vyotuma abantu biyumvira, bakikebuka.",""
1711,13,4,"Mw’isi rero, burya harimwo uduce tw’agataka twegeranye ariko dutandukanye mu kanovera katwo[2]; harimwo n’imirima itotahaye y’imizabibu, indimo z’ibindi biterwa bitandukanye, ibiti vy’itende binaga ari bibiribibiri ku ngundu imwe, n’ibinaga kimwe cose cisangije ingundu, ivyo vyose ugasanga umwimbu wavyo utandukanye kw’ibara, akanovera n’indemo, kandi vyose biri ku gataka kamwe, vyavomewe ku mazi akomoka hamwe, gutyo Tugatuma rero abantu bakunda bagahurumbira cane gufungura bimwe muri nya mwimbu kurusha ibindi. Muri ivyo vyose rero, ni ukuri, harimwo ivyemezo vyotuma abantu bafise ubwenge banyurwa, bagaheza bagatahura ubushobozi n'ububasha vy’Imana Allah, maze bakayigamburukira.","[2] Ugasanga hari isi y’akanovera yimbuka, hambavu yayo hari iyindi si y’ubusize itimbuka namba."
1712,13,5,"Ntumwa y’Imana! Niwabona uriko utangazwa n’ukutemera kw’abantu kw’ibi vyemezo, ahubwo mu mvugo zabo hari ikizogutangaza kuruta, bazovuga bahakana bivuye inyuma izuka ry’ibiremwa, binamure bati: “Mbega mu gihe tworamuka dupfuye tugacika ivu, ubwo ni ukuri tuzozuka!”. Abo, ni bo rero bagararije koko Imana yabo Rurema Allah, ni na bo bazoboheshwa iminyororo mw’izosi ku musi w’izuka, ni na bo bantu bo mu muriro, bobo bazowubamwo ibihe bidahera.",""
1713,13,6,"Ntumwa y’Imana! Abahakanyi bagusaba ko wokwihutira kubasabira igihano c’ihakana ryabo, imbere yuko bemera bagakora ivyiza vyotuma badahanwa; kandi mu vy’ukuri, aho hambere yabo, hari abahakanyi bamaze guhanwa, ubwo ntibokwikebuka! Mu vy’ukuri, Imana yawe Rurema Allah ni Nyenukubabarira ivyaha ku bantu bigaya ku vyaha bakoze; mu vy’ukuri Imana yawe Rurema Allah, Irahana Igahasha uwo wese atigaya ku vyaha vyiwe.",""
1714,13,7,"Abagarariji b’i Makka bavuga ku kagagazo n'akantu bati: “Muhamadi ntiyari gupfuma amanurirwa n’Imana yiwe Rurema Allah igitangaro gifadika cemeza ukuri kwiwe; nk’inkoni yahawe Musa, canke ingamiya yururukirijwe Swalehe!”. Ntumwa y’Imana! Mu vy’ukuri, wewe uri Umugabisha ku bihano vy’Imana Allah. Burya rero, umugwi wose w’abantu wararungikiwe Intumwa iwurongora mu nzira y’Imana Allah.",""
1715,13,8,"Imana Allah Irazi neza icibungenzwe kikiri mu nda; ko kizoba ari igitsina-gabo canke igitsina-gore; ko kizoba ari ikigaba canke umugororotsi. Irazi neza n’ibitereko bizokorora imbanyi, ibizoyivyara itageze canke irengeje amezi icenda. Ikintu ico ari co cose rero, ku Mana Allah caragezwe.",""
1716,13,9,"Ni Yo Rumenyi w’ibinyegeje n’ibiboneka, Nyenubukuru muri vyose, Nyenukwiganza kuri vyose.",""
1717,13,10,"Ni co kimwe rero kuri Yo, uwugize ico avuga muri mwebwe mw’ibanga canke ku mugaragaro, n’uwugize ico akora yikinze agahumbezi k’ijoro canke ku murango izuba riva, Imana Allah Irabimenya.",""
1718,13,11,"Imana Allah Irafise abamalayika bakurakuranwa mu gucungera umuntu imbere n’inyuma yiwe, bamubungabunze kw’itegeko ry’Imana Allah, bandika ivyo akora vyose: vyaba ivyiza canke ibibi. Mu vy’ukuri Imana Allah, ntiyaka abantu inema Yabahaye atari uko babanje guhinduka bo nyene, bakarenga ku mabwirizwa yayo. Iyo rero Imana Allah Ishatse igerageza ry’umugwi w’abantu, nta kirihagarika, eka nta n’umwe boronka yobahagarikira, akanabatunganiriza ivyabo atari Yo;",""
1719,13,12,"Ni Yo Ibereka mu vyemezo vyayo umuravyo, gutyo mugatinya ko mwokubitwa n’inkuba, mukanipfuza ko imvura yogwa; ni no ku bushobozi bwayo rero, Irema ibicu bibitse imvura ku neza yanyu.",""
1720,13,13,"Burya rero, imituragaro iraninahaza Imana Allah kw’ishimagizwa ryayo, abamalayika na bo bakayeza bayitagatifuza mu kuyitinya, maze Imana Allah Ikarungika inkuba, abo Ishatse mu biremwa bagakubitwa na nya nkuba bagahwera, abagarariji na bo bakabandanya guharira ko hari Imana Imwe Rudende Allah Ishoboye kuzura ibiremwa, kandi ari Yo Nyeninguvu Nyenubushobozi mu guhana ibigaba birenga ku mabwirizwa yayo.",""
1721,13,14,"Ni Yo gusa rero, Ikwiye igisabo c’ukuri gishingiye ku kwemera ko ata mana y’ukuri ikwiye gusengwa atari Imana Allah; ibigirwamana basaba mu gishingo cayo, ntibishoboye kubishura ku kintu na kimwe. Ababisaba bameze nk’umuntu yishwe n’inyota, atega amashi amazi kandi ari kure yayo, agerageza kunywesha umunwa kandi adashoboye kuyashikira; isaba ry’abagarariji rikorerwa ibigirwamana, riri kure cane y’ukwakirwa.",""
1722,13,15,"Ibiremwa biri mu majuru no mw’isi, vyose vyubamira Imana Allah; abemeramana muri vyo, bayubamira ku bugamburutsi nta ngere no ku bushake; abagarariji na bo bicisha bugufi kuri Yo vyanka bikunda, kuko kuri bo ukwicisha bugufi kwategerezwa kuba ndemanwa n'aho mu buzima bwabo barangwa n’ubugarariji. Ivyo biremwa vyose rero, vyidegemvya igitondo n’umugoroba ku bushobozi n'ububasha vyayo.",""
1723,13,16,"Ntumwa y’Imana! Bwira ababangikanyamana uti: “Ni nde Imana Rurema, Ikaba n’Umubungabunzi w’amajuru n’isi!”. Vuga ubabwire uti: “Imana Allah, ni Yo Rurema, Ikaba n’Umubungabunzi wavyo”. Babwire ubagondoze uti: “Bishoboka gute rero ko mureka gusenga Imana Allah, maze mukagira mu gishingo cayo ibigirwamana musenga ata co vyimariye, ata n’ico vyiyicira, nkeswe kugira ico bibamariye, canke ico bibiciye!”. Ntumwa y’Imana! Babwire uti: “Mbega burya impumyi[3] n’uwubona[4], barangana mu butore! Canke burya umwijima w’ubugarariji, ni nk’umuco w’ukwemera! Kibure ibigirwamana babangikanya n’Imana Allah, vyoba vyararemye nk’irema ryayo, haraheza haba ukwitiranya ivyaremwe na vyo n’ivyaremwe na Yo, gushika n’aho ivyaremye nk’irema ryayo bisengwa ha kuyisenga!”. Ntumwa y’Imana! Babwire ubakurire inkoni ku gashitsi uti: “Imana Allah, ni Yo Rurema w’ikintu ico ari co cose, Nyarudende, Nyeninkomezi-ntangere”.","[3] Umugarariji atabona ukuri ngo agukurikire, agereranywa n’impumyi.
[4] Umwemeramana abona ukuri akagukurikira, agereranywa n’umuntu abona."
